"Date","ASB Investment Funds - Balanced Fund","ASB Investment Funds - Conservative Fund","ASB Investment Funds - Conservative Plus Fund","ASB Investment Funds - Global Property Shares Fund","ASB Investment Funds - Growth Fund","ASB Investment Funds - Moderate Fund","ASB Investment Funds - World Fixed Interest Fund","ASB Investment Funds - World Shares Fund","ASB KiwiSaver Scheme - Balanced Fund","ASB KiwiSaver Scheme - Conservative Fund","ASB KiwiSaver Scheme - Growth Fund","ASB KiwiSaver Scheme - Moderate Fund","ASB KiwiSaver Scheme - NZ Cash Fund","ASB Superannuation Master Trust - ASB Australasian Shares Fund","ASB Superannuation Master Trust - ASB Balanced Fund","ASB Superannuation Master Trust - ASB Global Property Shares Fund","ASB Superannuation Master Trust - ASB Growth Fund","ASB Superannuation Master Trust - ASB Moderate Fund","ASB Superannuation Master Trust - ASB NZ Cash Fund","ASB Superannuation Master Trust - ASB NZ Fixed Interest Fund","ASB Superannuation Master Trust - ASB World Fixed Interest Fund","ASB Superannuation Master Trust - ASB World Shares Fund",
2016-01-19,1.349300,1.441400,1.413100,1.235400,1.269600,1.402600,1.090000,1.222200,1.475200,1.535800,1.406300,1.524400,1.376600,2.375800,1.817200,2.169700,1.870200,2.125500,1.808400,2.152300,2.210600,1.143600,
2016-01-20,1.342900,1.440800,1.410700,1.212300,1.261200,1.398900,1.090800,1.210000,1.468200,1.535200,1.397100,1.520400,1.376700,2.366200,1.808600,2.129200,1.857900,2.119800,1.808500,2.158800,2.211000,1.132300,
2016-01-21,1.340800,1.439300,1.409200,1.212800,1.258700,1.397100,1.090700,1.206400,1.465900,1.533600,1.394400,1.518600,1.376800,2.362700,1.805700,2.130100,1.854300,2.117200,1.808600,2.155000,2.210500,1.128900,
2016-01-22,1.355400,1.443800,1.416000,1.241000,1.277000,1.406500,1.090300,1.234600,1.481900,1.538500,1.414800,1.528800,1.376900,2.384400,1.825400,2.179500,1.881400,2.131500,1.808700,2.154200,2.210500,1.155300,
2016-01-25,1.354700,1.444400,1.416900,1.239200,1.276000,1.407100,1.090900,1.224200,1.481300,1.539200,1.413800,1.529600,1.377300,2.409300,1.824600,2.176600,1.880100,2.132500,1.809200,2.155000,2.212300,1.145700,
2016-01-26,1.359100,1.445700,1.419100,1.257000,1.281000,1.410000,1.091900,1.234600,1.486200,1.540700,1.419500,1.532800,1.377400,2.402200,1.830600,2.207700,1.887600,2.137000,1.809300,2.154500,2.214900,1.155400,
2016-01-27,1.355100,1.444800,1.417000,1.239300,1.276100,1.407200,1.092000,1.229200,1.481800,1.539800,1.414100,1.529800,1.377500,2.394400,1.825200,2.176800,1.880400,2.132800,1.809400,2.155000,2.215500,1.150500,
2016-01-28,1.357800,1.446700,1.418900,1.235700,1.279600,1.409400,1.092800,1.232700,1.484900,1.541800,1.417900,1.532200,1.377700,2.406900,1.829000,2.170500,1.885500,2.136100,1.809700,2.156000,2.218000,1.153700,
2016-01-29,1.370800,1.451800,1.425700,1.261400,1.295200,1.418300,1.095400,1.258700,1.499200,1.547300,1.435300,1.541900,1.377800,2.415700,1.846600,2.215600,1.908600,2.149700,1.809800,2.157000,2.224100,1.178000,
2016-02-01,1.370700,1.451400,1.425600,1.263700,1.295200,1.418200,1.094500,1.257400,1.499200,1.547000,1.435500,1.542000,1.378100,2.420300,1.846600,2.219800,1.908900,2.149700,1.810200,2.157700,2.221100,1.176900,
2016-02-02,1.362200,1.449500,1.422600,1.253300,1.284000,1.413500,1.096700,1.237000,1.490000,1.545000,1.423100,1.536900,1.378200,2.412700,1.835200,2.201600,1.892400,2.142600,1.810300,2.158800,2.226100,1.157800,
2016-02-03,1.351500,1.446000,1.417600,1.246900,1.270000,1.406500,1.096800,1.220000,1.478400,1.541400,1.407700,1.529400,1.378400,2.374600,1.820900,2.190300,1.871700,2.132100,1.810500,2.163000,2.225600,1.142000,
2016-02-04,1.352800,1.446500,1.418400,1.243800,1.271900,1.407500,1.097100,1.218300,1.479700,1.541800,1.409800,1.530500,1.378500,2.394900,1.822500,2.185100,1.874600,2.133600,1.810700,2.160300,2.226100,1.140400,
2016-02-05,1.348400,1.445200,1.416500,1.233700,1.266600,1.404800,1.097100,1.208400,1.475000,1.540600,1.404000,1.527700,1.378600,2.395400,1.816700,2.167400,1.866800,2.129600,1.810800,2.160700,2.225900,1.131200,
2016-02-09,1.328100,1.440300,1.407000,1.182100,1.240900,1.391700,1.099000,1.175700,1.453000,1.535500,1.375700,1.513400,1.379000,2.348900,1.789500,2.077300,1.829000,2.109600,1.811200,2.167600,2.228400,1.100800,
2016-02-10,1.326300,1.439200,1.405700,1.187900,1.238400,1.390100,1.099300,1.176300,1.451100,1.534400,1.373000,1.511800,1.379200,2.327700,1.787100,2.087300,1.825400,2.107400,1.811500,2.166100,2.229600,1.101400,
2016-02-11,1.318700,1.437400,1.402800,1.174300,1.228600,1.385700,1.100100,1.158200,1.442800,1.532500,1.362200,1.507100,1.379300,2.324700,1.776900,2.063600,1.811000,2.100700,1.811600,2.167800,2.231400,1.084100,
2016-02-12,1.323900,1.438000,1.403900,1.183700,1.235500,1.388000,1.097500,1.177900,1.448700,1.533200,1.369900,1.509500,1.379400,2.305500,1.784000,2.080100,1.821200,2.104100,1.811700,2.169400,2.225500,1.102900,
2016-02-15,1.333600,1.441500,1.408900,1.192300,1.248000,1.394600,1.097800,1.190500,1.459300,1.537000,1.383800,1.516900,1.379700,2.345700,1.797100,2.095100,1.839700,2.114400,1.812100,2.166100,2.226800,1.114800,
2016-02-16,1.346200,1.445500,1.415000,1.215700,1.263900,1.403000,1.097400,1.212200,1.473200,1.541300,1.401500,1.526100,1.379900,2.372500,1.814200,2.135300,1.863200,2.127100,1.812300,2.165700,2.225400,1.135100,
2016-02-17,1.350800,1.447000,1.416800,1.218700,1.269700,1.405600,1.096800,1.224600,1.478300,1.542900,1.407900,1.528900,1.380000,2.370700,1.820400,2.140600,1.871800,2.131200,1.812400,2.166600,2.224600,1.146700,
2016-02-18,1.354300,1.448700,1.419600,1.228300,1.273700,1.408800,1.098800,1.224100,1.482100,1.544800,1.412500,1.532400,1.380100,2.393600,1.825200,2.157300,1.877800,2.136000,1.812600,2.164500,2.229600,1.146300,
2016-02-19,1.355600,1.449600,1.421000,1.239600,1.274700,1.410300,1.099000,1.223700,1.483600,1.545800,1.413600,1.534100,1.380200,2.394100,1.826900,2.177300,1.879200,2.138300,1.812700,2.168100,2.230400,1.146000,
2016-02-22,1.357800,1.450800,1.422100,1.236500,1.277600,1.411800,1.099300,1.228000,1.486100,1.547200,1.416900,1.535800,1.380600,2.401500,1.830000,2.171900,1.883600,2.140700,1.813200,2.167400,2.232000,1.150100,
2016-02-23,1.355200,1.450500,1.421900,1.234900,1.274100,1.410800,1.099700,1.217700,1.483400,1.547000,1.413100,1.534900,1.380700,2.410200,1.826600,2.169300,1.878500,2.139300,1.813300,2.169200,2.233400,1.140500,
2016-02-24,1.355500,1.451400,1.422600,1.234900,1.273900,1.411500,1.100400,1.217500,1.483700,1.548000,1.413000,1.535600,1.380800,2.408300,1.827000,2.169300,1.878400,2.140300,1.813400,2.172600,2.235300,1.140300,
2016-02-25,1.360900,1.453800,1.425700,1.249400,1.280000,1.415300,1.101500,1.228500,1.489700,1.550500,1.419800,1.539900,1.380900,2.405600,1.834300,2.194700,1.887400,2.146200,1.813500,2.174800,2.238400,1.150600,
2016-02-26,1.361400,1.453800,1.425500,1.245800,1.280900,1.415300,1.100200,1.231800,1.490300,1.550600,1.420800,1.539900,1.381000,2.403400,1.835000,2.188400,1.888700,2.146200,1.813600,2.175900,2.235700,1.153700,
2016-02-29,1.364000,1.455500,1.427600,1.252300,1.283600,1.417600,1.101900,1.233600,1.493200,1.552500,1.424000,1.542500,1.381400,2.411100,1.838600,2.200000,1.892900,2.149900,1.814100,2.177500,2.239000,1.155500,
2016-03-01,1.376600,1.459600,1.433900,1.277800,1.299300,1.426100,1.100300,1.256100,1.507100,1.556900,1.441400,1.551800,1.381500,2.432500,1.855700,2.244800,1.916100,2.162800,1.814200,2.180600,2.235800,1.176500,
2016-03-02,1.381800,1.460800,1.436200,1.282100,1.306300,1.429400,1.099800,1.261400,1.512700,1.558300,1.449200,1.555500,1.381600,2.461700,1.862600,2.252400,1.926400,2.167900,1.814400,2.175200,2.235900,1.181500,
2016-03-03,1.383500,1.462200,1.437900,1.277100,1.308500,1.431200,1.100500,1.258100,1.514600,1.559800,1.451700,1.557500,1.381700,2.488500,1.864900,2.243700,1.929700,2.170600,1.814500,2.173900,2.239200,1.178400,
2016-03-04,1.384800,1.462600,1.438300,1.273200,1.310400,1.431900,1.099600,1.260000,1.516100,1.560300,1.453900,1.558300,1.381800,2.498200,1.866700,2.236800,1.932700,2.171800,1.814600,2.173500,2.237500,1.180300,
2016-03-07,1.385200,1.462900,1.438800,1.272200,1.311000,1.432400,1.099500,1.257700,1.516600,1.560700,1.454700,1.559000,1.382200,2.509900,1.867300,2.235400,1.933600,2.172700,1.815100,2.173000,2.237700,1.178200,
2016-03-08,1.383200,1.463400,1.438900,1.268200,1.308000,1.431900,1.101500,1.250200,1.514500,1.561300,1.451500,1.558500,1.382300,2.513500,1.864700,2.228300,1.929300,2.172000,1.815200,2.174900,2.242300,1.171200,
2016-03-09,1.385400,1.464100,1.440000,1.269600,1.311100,1.433500,1.099900,1.252200,1.517000,1.562000,1.454900,1.560200,1.382400,2.527500,1.867700,2.230900,1.933800,2.174400,1.815300,2.176500,2.238700,1.173200,
2016-03-10,1.392700,1.468400,1.445200,1.279900,1.319600,1.439600,1.098800,1.261500,1.525200,1.566600,1.464400,1.566900,1.382600,2.546500,1.877800,2.249000,1.946500,2.183600,1.815600,2.187900,2.237200,1.181900,
2016-03-11,1.399900,1.470000,1.448200,1.298100,1.328700,1.444000,1.098700,1.276400,1.533100,1.568400,1.474500,1.571700,1.382700,2.552000,1.887600,2.281100,1.959900,2.190300,1.815700,2.183900,2.238000,1.196000,
2016-03-14,1.404700,1.471900,1.450900,1.304900,1.334600,1.447400,1.099800,1.282400,1.538500,1.570500,1.481300,1.575600,1.383000,2.569500,1.894200,2.293000,1.968800,2.195700,1.816000,2.181800,2.240900,1.201600,
2016-03-15,1.405100,1.471500,1.450900,1.312800,1.334900,1.447500,1.099400,1.284000,1.538900,1.570200,1.481700,1.575800,1.383100,2.562800,1.894600,2.307000,1.969300,2.195800,1.816200,2.181700,2.239800,1.203200,
2016-03-16,1.407500,1.472300,1.452300,1.324700,1.337500,1.449200,1.101100,1.288500,1.541600,1.571100,1.484500,1.577700,1.383200,2.559300,1.897900,2.327900,1.973100,2.198600,1.816300,2.179600,2.244400,1.207400,
2016-03-17,1.404900,1.473100,1.452900,1.323100,1.333400,1.448900,1.102800,1.277200,1.538900,1.572000,1.480100,1.577400,1.383300,2.565500,1.894600,2.325100,1.967200,2.198100,1.816400,2.184000,2.249600,1.196900,
2016-03-18,1.408800,1.475800,1.455700,1.320900,1.337900,1.452200,1.104000,1.281200,1.543100,1.574900,1.485100,1.581000,1.383400,2.581400,1.899800,2.321300,1.973800,2.203100,1.816500,2.186800,2.253200,1.200700,
2016-03-21,1.410300,1.476400,1.456200,1.317300,1.340100,1.453000,1.103500,1.285300,1.545000,1.575700,1.487700,1.582000,1.383800,2.585600,1.902000,2.315100,1.977200,2.204400,1.817000,2.187300,2.251600,1.204600,
2016-03-22,1.411700,1.476800,1.456800,1.317400,1.342000,1.453900,1.103200,1.286700,1.546500,1.576100,1.489800,1.583000,1.383900,2.593900,1.903800,2.315400,1.980000,2.205800,1.817100,2.186400,2.251300,1.205900,
2016-03-23,1.410300,1.476200,1.456000,1.315400,1.340200,1.452800,1.104600,1.284700,1.545000,1.575600,1.487900,1.582000,1.384000,2.589400,1.902000,2.312000,1.977500,2.204400,1.817200,2.183200,2.254500,1.204200,
2016-03-24,1.406500,1.474800,1.454000,1.311200,1.335400,1.450200,1.104000,1.279100,1.540900,1.574100,1.482700,1.579200,1.384100,2.577400,1.896900,2.304700,1.970400,2.200400,1.817400,2.184800,2.252700,1.198900,
2016-03-29,1.407500,1.475700,1.455400,1.329400,1.335500,1.451500,1.107100,1.280700,1.542300,1.575200,1.483100,1.580800,1.384600,2.562600,1.898500,2.336900,1.970900,2.202600,1.818000,2.184400,2.260500,1.200500,
2016-03-30,1.411700,1.478300,1.458200,1.329700,1.340500,1.454800,1.107100,1.287300,1.547000,1.578000,1.488600,1.584500,1.384700,2.572500,1.904300,2.337500,1.978300,2.207600,1.818100,2.190000,2.260600,1.206800,
2016-03-31,1.413400,1.479900,1.460500,1.334600,1.342100,1.457100,1.108200,1.282600,1.548900,1.579900,1.490500,1.587000,1.384800,2.593900,1.906600,2.346200,1.980700,2.211100,1.818200,2.192800,2.263500,1.202400,
2016-04-01,1.413400,1.479900,1.460500,1.334600,1.342100,1.457100,1.103100,1.282600,1.548900,1.579900,1.490500,1.587000,1.384800,2.593900,1.906600,2.346200,1.980700,2.211100,1.818200,2.192800,2.263500,1.202400,
2016-04-04,1.410400,1.479900,1.459600,1.331200,1.337700,1.455500,1.103900,1.278300,1.545800,1.580000,1.485800,1.585500,1.385200,2.577500,1.902700,2.340300,1.974400,2.208900,1.818800,2.197100,2.265700,1.198500,
2016-04-05,1.402500,1.477400,1.456300,1.326400,1.327100,1.450600,1.104900,1.262200,1.537100,1.577300,1.474100,1.580200,1.385300,2.558500,1.891900,2.332000,1.958800,2.201500,1.818900,2.197400,2.268200,1.183400,
2016-04-06,1.407700,1.479300,1.458600,1.329200,1.334000,1.453900,1.104500,1.273700,1.542900,1.579400,1.481700,1.583800,1.385400,2.567000,1.899100,2.336900,1.968900,2.206600,1.819000,2.198500,2.267100,1.194200,
2016-04-07,1.404500,1.478900,1.457900,1.323400,1.329700,1.452500,1.105700,1.262700,1.539500,1.579100,1.477100,1.582300,1.385600,2.575100,1.894800,2.326900,1.962700,2.204500,1.819100,2.198300,2.270400,1.183900,
2016-04-08,1.406900,1.479600,1.458900,1.331600,1.332300,1.453800,1.105400,1.270200,1.542100,1.579900,1.480100,1.583800,1.385700,2.564400,1.898000,2.341200,1.966700,2.206600,1.819300,2.200700,2.269300,1.191000,
2016-04-11,1.405700,1.479200,1.458300,1.329900,1.330900,1.453000,1.105700,1.268200,1.540900,1.579600,1.478600,1.583200,1.385900,2.561900,1.896600,2.338400,1.964600,2.205500,1.819600,2.200400,2.269800,1.189200,
2016-04-12,1.410400,1.480100,1.459800,1.334500,1.337300,1.455500,1.104400,1.279300,1.546100,1.580500,1.485700,1.585900,1.386000,2.569500,1.902900,2.346600,1.974100,2.209300,1.819700,2.198800,2.266300,1.199700,
2016-04-13,1.420000,1.483400,1.463900,1.334400,1.350000,1.461400,1.104900,1.298200,1.556600,1.584100,1.499800,1.592400,1.386100,2.595700,1.915900,2.346500,1.992900,2.218300,1.819900,2.195000,2.268300,1.217400,
2016-04-14,1.424100,1.485700,1.466400,1.327800,1.355400,1.464500,1.104500,1.303200,1.561200,1.586600,1.506000,1.595800,1.386200,2.619200,1.921600,2.335000,2.001000,2.223100,1.820000,2.197900,2.267500,1.222100,
2016-04-15,1.425100,1.486400,1.467500,1.332800,1.356500,1.465700,1.105600,1.301000,1.562400,1.587400,1.507200,1.597100,1.386400,2.630600,1.923000,2.343800,2.002600,2.224900,1.820200,2.197000,2.270200,1.220100,
2016-04-18,1.426300,1.487100,1.468300,1.335600,1.357700,1.466600,1.105300,1.303600,1.563800,1.588300,1.508700,1.598200,1.386700,2.628700,1.924700,2.348900,2.004600,2.226400,1.820600,2.200100,2.269500,1.222600,
2016-04-20,1.432900,1.489800,1.471000,1.324100,1.366800,1.470600,1.104200,1.316700,1.571100,1.591200,1.518900,1.602600,1.386900,2.654600,1.933600,2.328500,2.018100,2.232500,1.820800,2.199700,2.268000,1.235000,
2016-04-21,1.431800,1.489500,1.470000,1.306500,1.366100,1.469500,1.103500,1.314900,1.569900,1.590900,1.518200,1.601600,1.387000,2.665600,1.932200,2.297800,2.017200,2.231000,1.820900,2.198000,2.266600,1.233400,
2016-04-22,1.430500,1.488900,1.469400,1.313600,1.364100,1.468700,1.103400,1.314400,1.568600,1.590300,1.516000,1.600700,1.387100,2.650000,1.930500,2.310100,2.014300,2.229700,1.821100,2.199500,2.266300,1.232900,
2016-04-26,1.428100,1.486500,1.467700,1.332800,1.360900,1.466700,1.102300,1.311800,1.566200,1.587900,1.512700,1.598700,1.387500,2.629500,1.927500,2.344000,2.009700,2.226900,1.821500,2.196800,2.264200,1.230600,
2016-04-27,1.427200,1.487000,1.467500,1.329300,1.359200,1.466200,1.103700,1.313900,1.565300,1.588500,1.510900,1.598200,1.387600,2.610800,1.926300,2.338000,2.007300,2.226100,1.821600,2.198800,2.268200,1.232600,
2016-04-28,1.425400,1.487200,1.467800,1.328300,1.356600,1.465900,1.104600,1.303400,1.563300,1.588700,1.508000,1.597900,1.387700,2.625800,1.923800,2.336400,2.003400,2.225800,1.821800,2.199700,2.271000,1.222800,
2016-04-29,1.422600,1.486800,1.467100,1.319000,1.353200,1.464600,1.104800,1.293700,1.560300,1.588400,1.504200,1.596600,1.387800,2.637500,1.920100,2.320100,1.998400,2.223800,1.821900,2.200300,2.271800,1.213800,
2016-05-02,1.423300,1.486200,1.467100,1.332600,1.353800,1.464800,1.104300,1.296300,1.561200,1.587900,1.505100,1.596900,1.388100,2.628400,1.921100,2.343500,1.999500,2.224300,1.822200,2.200000,2.269900,1.216200,
2016-05-03,1.422300,1.486500,1.467900,1.333400,1.352500,1.465300,1.106400,1.284000,1.560200,1.588300,1.503800,1.597500,1.388200,2.658600,1.919900,2.345000,1.997700,2.225100,1.822400,2.196800,2.274700,1.204700,
2016-05-04,1.418900,1.485900,1.467300,1.345000,1.347200,1.463800,1.106500,1.275800,1.556600,1.587600,1.497900,1.596000,1.388300,2.640800,1.915400,2.364800,1.989900,2.222900,1.822500,2.203300,2.274600,1.197100,
2016-05-05,1.421500,1.487900,1.469700,1.348800,1.350000,1.466400,1.107500,1.275900,1.559500,1.589900,1.501000,1.598900,1.388400,2.655700,1.919000,2.371200,1.994000,2.226900,1.822600,2.206900,2.277400,1.197300,
2016-05-06,1.424500,1.489800,1.472200,1.358700,1.353100,1.469200,1.107300,1.278200,1.562800,1.591900,1.504600,1.601900,1.388500,2.663000,1.923000,2.388500,1.998700,2.231200,1.822700,2.214200,2.276000,1.199400,
2016-05-09,1.426800,1.490400,1.473700,1.374200,1.355600,1.471000,1.108000,1.280100,1.565500,1.592700,1.507500,1.604100,1.388900,2.666000,1.926200,2.415700,2.002500,2.234100,1.823200,2.213500,2.277700,1.201300,
2016-05-10,1.434300,1.493700,1.477500,1.376800,1.365000,1.476000,1.108200,1.295800,1.573800,1.596300,1.518000,1.609600,1.389000,2.677100,1.936500,2.420200,2.016500,2.241700,1.823300,2.216400,2.278600,1.216100,
2016-05-11,1.430700,1.493200,1.475800,1.350500,1.361100,1.473600,1.108500,1.287500,1.569800,1.595800,1.513600,1.607000,1.389100,2.689700,1.931600,2.375100,2.010700,2.238200,1.823500,2.215000,2.279700,1.208400,
2016-05-12,1.429000,1.491900,1.474500,1.353000,1.359200,1.472200,1.107500,1.285600,1.568100,1.594400,1.511600,1.605500,1.389200,2.683300,1.929400,2.379500,2.007900,2.236000,1.823600,2.213200,2.277600,1.206600,
2016-05-13,1.425400,1.490800,1.472800,1.346500,1.354500,1.469900,1.108300,1.278800,1.564100,1.593300,1.506500,1.603000,1.389300,2.676600,1.924600,2.368200,2.001100,2.232600,1.823700,2.211700,2.280100,1.200200,
2016-05-16,1.429700,1.492200,1.474900,1.356300,1.359900,1.472600,1.107200,1.287500,1.569000,1.594900,1.512600,1.606200,1.389600,2.680300,1.930500,2.385500,2.009100,2.236900,1.824000,2.214000,2.277900,1.208500,
2016-05-17,1.428800,1.492200,1.474600,1.341400,1.359400,1.472200,1.107100,1.281600,1.568100,1.595000,1.512100,1.605800,1.389700,2.704400,1.929300,2.359400,2.008500,2.236300,1.824200,2.211700,2.278000,1.203000,
2016-05-18,1.426600,1.490300,1.472000,1.326900,1.357700,1.469600,1.104100,1.282800,1.565700,1.593000,1.510300,1.603000,1.389800,2.700000,1.926400,2.333900,2.006100,2.232400,1.824300,2.210900,2.269900,1.204100,
2016-05-19,1.419600,1.487300,1.467500,1.311900,1.349100,1.464100,1.104600,1.275400,1.558000,1.589800,1.500800,1.597100,1.389900,2.674100,1.916900,2.308200,1.993500,2.224100,1.824400,2.205800,2.271100,1.197200,
2016-05-20,1.425100,1.489200,1.470300,1.323400,1.356000,1.467800,1.104700,1.286200,1.564100,1.591900,1.508500,1.601100,1.390000,2.680100,1.924400,2.328100,2.003600,2.229700,1.824500,2.207100,2.270900,1.207400,
2016-05-23,1.423100,1.488100,1.469000,1.322500,1.353500,1.466300,1.104800,1.283200,1.562100,1.590900,1.505900,1.599600,1.390300,2.674200,1.921800,2.326700,2.000100,2.227500,1.824900,2.205000,2.271400,1.204600,
2016-05-24,1.428400,1.489800,1.471200,1.335500,1.359900,1.469400,1.104600,1.298400,1.568000,1.592700,1.513000,1.603100,1.390400,2.661500,1.929000,2.349000,2.009600,2.232300,1.825000,2.207000,2.271200,1.219000,
2016-05-25,1.434800,1.492400,1.474400,1.335800,1.368200,1.473700,1.104900,1.309500,1.575100,1.595600,1.522400,1.607800,1.390500,2.682500,1.937800,2.349500,2.021900,2.238900,1.825100,2.207100,2.272000,1.229400,
2016-05-26,1.438100,1.495200,1.477500,1.338900,1.371500,1.476800,1.106300,1.310900,1.578700,1.598600,1.526100,1.611400,1.390600,2.695700,1.942200,2.354800,2.026900,2.243800,1.825200,2.212400,2.276100,1.230700,
2016-05-27,1.442200,1.497200,1.480100,1.345100,1.376600,1.480000,1.106200,1.316100,1.583300,1.600700,1.531800,1.614900,1.390800,2.709800,1.947800,2.365000,2.034500,2.248700,1.825500,2.215400,2.275700,1.235600,
2016-05-30,1.443700,1.497500,1.480600,1.346500,1.378700,1.480800,1.106300,1.318300,1.585000,1.601200,1.534200,1.616000,1.391100,2.716900,1.949900,2.367500,2.037600,2.250200,1.825800,2.213400,2.276100,1.237800,
2016-05-31,1.442800,1.497100,1.480100,1.343700,1.377700,1.480100,1.106500,1.316800,1.584100,1.600800,1.533200,1.615300,1.391200,2.717100,1.948800,2.362600,2.036200,2.249200,1.826000,2.212300,2.276200,1.236400,
2016-06-01,1.440200,1.495800,1.478400,1.341800,1.374300,1.478100,1.106300,1.314300,1.581300,1.599500,1.529500,1.613100,1.391300,2.703300,1.945200,2.359700,2.031300,2.246100,1.826100,2.211200,2.276200,1.234000,
2016-06-02,1.439700,1.496200,1.478500,1.343600,1.373200,1.478000,1.107000,1.315000,1.580800,1.599900,1.528300,1.613000,1.391400,2.690800,1.944600,2.362500,2.029700,2.246000,1.826200,2.213200,2.278500,1.234800,
2016-06-03,1.441600,1.498400,1.481200,1.350900,1.374800,1.480600,1.109900,1.312500,1.583000,1.602300,1.530100,1.615900,1.391500,2.702600,1.947300,2.375500,2.032000,2.249900,1.826300,2.215000,2.286100,1.232400,
2016-06-07,1.447200,1.501200,1.484300,1.351000,1.381600,1.484500,1.110200,1.322700,1.589300,1.605500,1.537900,1.620300,1.391900,2.715200,1.955000,2.375500,2.042300,2.256000,1.826800,2.218100,2.287700,1.242200,
2016-06-08,1.447000,1.500600,1.483700,1.357100,1.381200,1.484000,1.110400,1.324700,1.589000,1.604800,1.537500,1.619800,1.392000,2.703000,1.954700,2.386300,2.041700,2.255300,1.826900,2.215500,2.288800,1.244100,
2016-06-09,1.443800,1.499200,1.482200,1.358700,1.377000,1.481900,1.111100,1.318600,1.585700,1.603500,1.533000,1.617700,1.392100,2.694100,1.950500,2.389000,2.035700,2.252300,1.827000,2.213600,2.290200,1.238400,
2016-06-10,1.437200,1.497700,1.479900,1.350600,1.368100,1.478200,1.112000,1.302800,1.578400,1.601900,1.523100,1.613700,1.392200,2.686800,1.941500,2.375100,2.022600,2.246700,1.827100,2.216000,2.292000,1.223600,
2016-06-13,1.430400,1.495900,1.477400,1.346200,1.359100,1.474400,1.112300,1.287700,1.571100,1.600100,1.513200,1.609600,1.392600,2.674800,1.932500,2.367900,2.009400,2.240900,1.827600,2.219300,2.292100,1.209500,
2016-06-14,1.422600,1.493300,1.473300,1.337300,1.348700,1.468900,1.112400,1.279100,1.562600,1.597400,1.501800,1.603700,1.392700,2.634600,1.921900,2.353200,1.994200,2.232700,1.827700,2.221700,2.292100,1.201400,
2016-06-15,1.424400,1.493800,1.474300,1.346400,1.350700,1.470200,1.113200,1.282000,1.564600,1.597900,1.504000,1.605100,1.392800,2.634400,1.924400,2.368800,1.997100,2.234700,1.827900,2.220300,2.294200,1.204100,
2016-06-16,1.424200,1.494400,1.474900,1.347200,1.350100,1.470600,1.113700,1.278800,1.564400,1.598600,1.503400,1.605600,1.392900,2.638700,1.924100,2.370100,1.996200,2.235400,1.828000,2.223300,2.295200,1.201100,
2016-06-17,1.423800,1.493500,1.473900,1.347900,1.350000,1.469700,1.112500,1.281400,1.564000,1.597600,1.503400,1.604800,1.393000,2.631100,1.923700,2.371300,1.996200,2.234100,1.828100,2.221900,2.292100,1.203600,
2016-06-20,1.432700,1.496000,1.477700,1.358200,1.361600,1.475100,1.112000,1.298500,1.573900,1.600500,1.516400,1.610800,1.393300,2.652000,1.935800,2.388900,2.013500,2.242500,1.828500,2.219900,2.290800,1.219800,
2016-06-21,1.433800,1.495600,1.477600,1.364100,1.363300,1.475400,1.111400,1.303100,1.575200,1.600100,1.518300,1.611100,1.393400,2.646900,1.937400,2.399400,2.016000,2.242900,1.828600,2.217700,2.289500,1.224100,
2016-06-22,1.431500,1.494400,1.476000,1.361800,1.360400,1.473500,1.111500,1.302300,1.572700,1.598900,1.515200,1.609100,1.393500,2.631600,1.934300,2.395400,2.011900,2.240100,1.828700,2.215900,2.289900,1.223400,
2016-06-23,1.439100,1.496600,1.479000,1.367600,1.370400,1.477900,1.110600,1.319100,1.581100,1.601300,1.526300,1.614000,1.393600,2.643600,1.944500,2.405600,2.026600,2.246800,1.828800,2.214500,2.288600,1.239200,
2016-06-24,1.412400,1.490900,1.469300,1.338300,1.334000,1.462700,1.114100,1.264600,1.551800,1.595200,1.486100,1.597400,1.393700,2.577600,1.908500,2.354000,1.973100,2.223700,1.828900,2.228900,2.296100,1.188000,
2016-06-27,1.405700,1.489900,1.467900,1.334400,1.324800,1.459800,1.116900,1.242500,1.544600,1.594300,1.475900,1.594400,1.394000,2.585700,1.899600,2.347400,1.959600,2.219400,1.829300,2.229500,2.302600,1.167400,
2016-06-28,1.416200,1.493300,1.473000,1.362100,1.337400,1.466600,1.117600,1.263800,1.556100,1.597900,1.490000,1.601900,1.394100,2.588400,1.913700,2.396200,1.978300,2.229900,1.829400,2.230500,2.304400,1.187300,
2016-06-29,1.429600,1.497700,1.479400,1.380900,1.354400,1.475300,1.117700,1.288000,1.570800,1.602700,1.509100,1.611400,1.394200,2.618300,1.931800,2.427800,2.003600,2.243200,1.829500,2.229000,2.305600,1.210000,
2016-06-30,1.440000,1.501700,1.484900,1.393900,1.367700,1.482600,1.118400,1.302500,1.582300,1.607000,1.523900,1.619400,1.394300,2.656100,1.945900,2.449800,2.023200,2.254300,1.829600,2.228300,2.307200,1.223600,
2016-07-01,1.443600,1.504000,1.487600,1.396300,1.371800,1.485600,1.119500,1.307100,1.586300,1.609600,1.528400,1.622800,1.394400,2.665200,1.950900,2.454200,2.029300,2.258900,1.829700,2.230900,2.311200,1.228000,
2016-07-04,1.444400,1.505000,1.488600,1.395000,1.372600,1.486600,1.119900,1.306000,1.587400,1.610700,1.529500,1.624000,1.394700,2.674300,1.952100,2.451900,2.030600,2.260600,1.830100,2.233000,2.312500,1.227000,
